person_id,zone_id,entry_time,exit_time,dwell_s,gender,age_range,visit_date,hour_of_day
P_04240,Z_E2,2025-03-12 15:38:02,2025-03-12 15:38:20,18,M,young_adult,2025-03-12,15
P_04240,Z_N6,2025-03-12 15:38:31,2025-03-12 15:40:10,99,M,young_adult,2025-03-12,15
P_04240,Z_N5,2025-03-12 15:40:51,2025-03-12 15:43:25,154,M,young_adult,2025-03-12,15
P_04240,Z_N8,2025-03-12 15:43:43,2025-03-12 15:45:53,130,M,young_adult,2025-03-12,15
P_04240,Z_C2,2025-03-12 15:46:03,2025-03-12 15:46:24,21,M,young_adult,2025-03-12,15
P_04241,Z_C1,2025-03-12 15:31:08,2025-03-12 15:31:15,13,F,middle_aged,2025-03-12,15
P_04241,Z_CK,2025-03-12 15:31:41,2025-03-12 15:34:30,169,F,middle_aged,2025-03-12,15
P_04241,Z_E1,2025-03-12 15:34:46,2025-03-12 15:35:00,14,F,middle_aged,2025-03-12,15
P_04241,Z_C1,2025-03-12 15:39:33,2025-03-12 15:39:59,26,F,middle_aged,2025-03-12,15
P_04241,Z_C2,2025-03-12 15:40:36,2025-03-12 15:41:09,33,F,middle_aged,2025-03-12,15
P_04242,Z_N10,2025-03-12 15:31:09,2025-03-12 15:31:47,38,F,middle_aged,2025-03-12,15
P_04242,Z_S3,2025-03-12 15:31:56,2025-03-12 15:38:13,377,F,middle_aged,2025-03-12,15
P_04243,Z_N4,2025-03-12 15:31:58,2025-03-12 15:33:53,115,F,middle_aged,2025-03-12,15
P_04243,Z_S3,2025-03-12 15:34:29,2025-03-12 15:37:34,185,F,middle_aged,2025-03-12,15
P_04243,Z_C2,2025-03-12 15:38:01,2025-03-12 15:38:13,12,F,middle_aged,2025-03-12,15
P_04243,Z_C3,2025-03-12 15:38:34,2025-03-12 15:38:52,18,F,middle_aged,2025-03-12,15
P_04243,Z_N2,2025-03-12 15:38:56,2025-03-12 15:41:41,165,F,middle_aged,2025-03-12,15
P_04243,Z_E1,2025-03-12 15:41:51,2025-03-12 15:41:51,0,F,middle_aged,2025-03-12,15
P_04244,Z_E2,2025-03-12 15:32:17,2025-03-12 15:32:35,18,F,child,2025-03-12,15
P_04244,Z_C1,2025-03-12 15:33:08,2025-03-12 15:33:18,0,F,child,2025-03-12,15
P_04244,Z_C2,2025-03-12 15:33:36,2025-03-12 15:33:50,14,F,child,2025-03-12,15
P_04244,Z_C3,2025-03-12 15:34:16,2025-03-12 15:34:47,31,F,child,2025-03-12,15
P_04244,Z_N10,2025-03-12 15:35:09,2025-03-12 15:37:35,146,F,child,2025-03-12,15
P_04244,Z_N6,2025-03-12 15:38:06,2025-03-12 15:40:43,157,F,child,2025-03-12,15
P_04244,Z_N2,2025-03-12 15:41:06,2025-03-12 15:43:35,149,F,child,2025-03-12,15
P_04245,Z_E1,2025-03-12 15:33:21,2025-03-12 15:33:28,0,F,middle_aged,2025-03-12,15
P_04245,Z_C1,2025-03-12 15:33:52,2025-03-12 15:34:14,22,F,middle_aged,2025-03-12,15
P_04245,Z_N7,2025-03-12 15:34:24,2025-03-12 15:38:37,253,F,middle_aged,2025-03-12,15
P_04245,Z_C2,2025-03-12 15:38:47,2025-03-12 15:39:15,28,F,middle_aged,2025-03-12,15
P_04245,Z_N10,2025-03-12 15:39:18,2025-03-12 15:40:17,59,F,middle_aged,2025-03-12,15
P_04245,Z_C1,2025-03-12 15:40:32,2025-03-12 15:40:41,0,F,middle_aged,2025-03-12,15
P_04245,Z_C2,2025-03-12 15:40:52,2025-03-12 15:41:09,20,F,middle_aged,2025-03-12,15
P_04245,Z_C1,2025-03-12 15:41:20,2025-03-12 15:41:51,31,F,middle_aged,2025-03-12,15
P_04245,Z_E1,2025-03-12 15:42:09,2025-03-12 15:42:17,0,F,middle_aged,2025-03-12,15
P_04245,Z_S1,2025-03-12 15:42:23,2025-03-12 15:48:23,360,F,middle_aged,2025-03-12,15
P_04246,Z_C3,2025-03-12 15:33:26,2025-03-12 15:33:42,21,M,adult,2025-03-12,15
P_04246,Z_N1,2025-03-12 15:33:57,2025-03-12 15:37:18,201,M,adult,2025-03-12,15
P_04246,Z_CK,2025-03-12 15:37:28,2025-03-12 15:38:45,77,M,adult,2025-03-12,15
P_04246,Z_N5,2025-03-12 15:39:11,2025-03-12 15:40:03,52,M,adult,2025-03-12,15
P_04247,Z_C3,2025-03-12 15:34:15,2025-03-12 15:34:45,30,M,adult,2025-03-12,15
P_04247,Z_N9,2025-03-12 15:35:02,2025-03-12 15:37:51,169,M,adult,2025-03-12,15
P_04247,Z_N7,2025-03-12 15:38:12,2025-03-12 15:40:21,129,M,adult,2025-03-12,15
P_04247,Z_C2,2025-03-12 15:42:41,2025-03-12 15:43:14,33,M,adult,2025-03-12,15
P_04247,Z_C1,2025-03-12 15:43:34,2025-03-12 15:44:08,34,M,adult,2025-03-12,15
P_04248,Z_E1,2025-03-12 15:37:07,2025-03-12 15:37:26,19,M,child,2025-03-12,15
P_04248,Z_C1,2025-03-12 15:37:50,2025-03-12 15:38:19,29,M,child,2025-03-12,15
P_04248,Z_C2,2025-03-12 15:38:53,2025-03-12 15:39:02,0,M,child,2025-03-12,15
P_04248,Z_C3,2025-03-12 15:39:12,2025-03-12 15:39:45,33,M,child,2025-03-12,15
P_04248,Z_N9,2025-03-12 15:40:16,2025-03-12 15:42:30,134,M,child,2025-03-12,15
P_04248,Z_C2,2025-03-12 15:42:47,2025-03-12 15:42:59,12,M,child,2025-03-12,15
P_04248,Z_C1,2025-03-12 15:43:28,2025-03-12 15:43:42,14,M,child,2025-03-12,15
P_04248,Z_S3,2025-03-12 15:44:04,2025-03-12 15:46:55,171,M,child,2025-03-12,15
P_04248,Z_C2,2025-03-12 15:47:16,2025-03-12 15:47:24,0,M,child,2025-03-12,15
P_04248,Z_C3,2025-03-12 15:47:54,2025-03-12 15:48:18,24,M,child,2025-03-12,15
P_04248,Z_N4,2025-03-12 15:48:35,2025-03-12 15:50:18,103,M,child,2025-03-12,15
P_04248,Z_C2,2025-03-12 15:50:40,2025-03-12 15:51:05,25,M,child,2025-03-12,15
P_04248,Z_C1,2025-03-12 15:51:24,2025-03-12 15:51:39,15,M,child,2025-03-12,15
P_04248,Z_CK,2025-03-12 15:52:05,2025-03-12 15:56:27,262,M,child,2025-03-12,15
P_04248,Z_E2,2025-03-12 15:56:53,2025-03-12 15:57:07,14,M,child,2025-03-12,15
P_04249,Z_S5,2025-03-12 15:38:55,2025-03-12 15:39:56,61,F,young_adult,2025-03-12,15
P_04249,Z_E1,2025-03-12 15:40:07,2025-03-12 15:40:20,13,F,young_adult,2025-03-12,15
P_04249,Z_E2,2025-03-12 15:44:22,2025-03-12 15:44:28,0,F,young_adult,2025-03-12,15
P_04250,Z_C2,2025-03-12 15:39:03,2025-03-12 15:39:23,20,M,young_adult,2025-03-12,15
P_04250,Z_C3,2025-03-12 15:39:49,2025-03-12 15:39:58,0,M,young_adult,2025-03-12,15
P_04250,Z_N9,2025-03-12 15:40:08,2025-03-12 15:40:23,267,M,young_adult,2025-03-12,15
P_04250,Z_N1,2025-03-12 15:40:34,2025-03-12 15:45:14,280,M,young_adult,2025-03-12,15
P_04250,Z_N10,2025-03-12 15:45:24,2025-03-12 15:46:21,57,M,young_adult,2025-03-12,15
P_04250,Z_C2,2025-03-12 15:46:42,2025-03-12 15:47:11,29,M,young_adult,2025-03-12,15
P_04251,Z_E2,2025-03-12 15:39:18,2025-03-12 15:39:32,14,M,adult,2025-03-12,15
P_04251,Z_N10,2025-03-12 15:40:13,2025-03-12 15:40:58,45,M,adult,2025-03-12,15
P_04251,Z_C1,2025-03-12 15:41:30,2025-03-12 15:41:41,11,M,adult,2025-03-12,15
P_04251,Z_C2,2025-03-12 15:41:46,2025-03-12 15:42:13,27,M,adult,2025-03-12,15
P_04251,Z_CK,2025-03-12 15:42:13,2025-03-12 15:46:56,283,M,adult,2025-03-12,15
P_04251,Z_E1,2025-03-12 15:48:16,2025-03-12 15:48:25,0,M,adult,2025-03-12,15
P_04251,Z_C1,2025-03-12 15:51:41,2025-03-12 15:52:11,30,M,adult,2025-03-12,15
P_04251,Z_S3,2025-03-12 15:52:28,2025-03-12 15:57:50,322,M,adult,2025-03-12,15
P_04252,Z_E1,2025-03-12 15:39:53,2025-03-12 15:39:59,0,F,middle_aged,2025-03-12,15
P_04252,Z_CK,2025-03-12 15:40:16,2025-03-12 15:41:57,101,F,middle_aged,2025-03-12,15
P_04253,Z_E1,2025-03-12 15:40:18,2025-03-12 15:40:29,11,M,adult,2025-03-12,15
P_04253,Z_C2,2025-03-12 15:40:42,2025-03-12 15:41:04,22,M,adult,2025-03-12,15
P_04253,Z_N1,2025-03-12 15:41:14,2025-03-12 15:45:13,239,M,adult,2025-03-12,15
P_04253,Z_C3,2025-03-12 15:45:54,2025-03-12 15:46:13,19,M,adult,2025-03-12,15
P_04253,Z_N10,2025-03-12 15:46:46,2025-03-12 15:49:38,172,M,adult,2025-03-12,15
P_04253,Z_C2,2025-03-12 15:49:49,2025-03-12 15:50:23,34,M,adult,2025-03-12,15
P_04253,Z_C2,2025-03-12 15:51:02,2025-03-12 15:51:20,18,M,adult,2025-03-12,15
P_04254,Z_E1,2025-03-12 15:41:30,2025-03-12 15:41:48,18,F,adult,2025-03-12,15
P_04254,Z_C1,2025-03-12 15:42:10,2025-03-12 15:42:45,35,F,adult,2025-03-12,15
P_04254,Z_S5,2025-03-12 15:43:02,2025-03-12 15:45:59,177,F,adult,2025-03-12,15
P_04254,Z_C2,2025-03-12 15:46:09,2025-03-12 15:46:33,24,F,adult,2025-03-12,15
P_04254,Z_C3,2025-03-12 15:46:43,2025-03-12 15:47:10,27,F,adult,2025-03-12,15
P_04254,Z_C2,2025-03-12 15:47:47,2025-03-12 15:47:58,11,F,adult,2025-03-12,15
P_04254,Z_C1,2025-03-12 15:48:33,2025-03-12 15:48:43,0,F,adult,2025-03-12,15
P_04254,Z_S2,2025-03-12 15:48:55,2025-03-12 15:52:20,205,F,adult,2025-03-12,15
P_04254,Z_C3,2025-03-12 15:53:18,2025-03-12 15:53:41,0,F,adult,2025-03-12,15
P_04254,Z_S2,2025-03-12 15:54:29,2025-03-12 15:57:35,186,F,adult,2025-03-12,15
P_04254,Z_E1,2025-03-12 15:57:37,2025-03-12 15:57:48,11,F,adult,2025-03-12,15
P_04254,Z_C2,2025-03-12 15:58:09,2025-03-12 15:58:20,11,F,adult,2025-03-12,15
P_04254,Z_C1,2025-03-12 15:58:39,2025-03-12 15:58:59,20,F,adult,2025-03-12,15
P_04255,Z_C3,2025-03-12 15:41:38,2025-03-12 15:41:56,18,F,middle_aged,2025-03-12,15
P_04255,Z_N6,2025-03-12 15:42:08,2025-03-12 15:42:58,50,F,middle_aged,2025-03-12,15
P_04255,Z_C2,2025-03-12 15:43:31,2025-03-12 15:43:46,15,F,middle_aged,2025-03-12,15
P_04255,Z_C1,2025-03-12 15:44:05,2025-03-12 15:44:26,21,F,middle_aged,2025-03-12,15
P_04255,Z_S1,2025-03-12 15:44:47,2025-03-12 15:48:23,317,F,middle_aged,2025-03-12,15
P_04255,Z_C2,2025-03-12 15:48:36,2025-03-12 15:48:48,12,F,middle_aged,2025-03-12,15
P_04255,Z_C3,2025-03-12 15:49:02,2025-03-12 15:49:14,12,F,middle_aged,2025-03-12,15
P_04255,Z_N2,2025-03-12 15:49:26,2025-03-12 15:53:08,222,F,middle_aged,2025-03-12,15
P_04255,Z_C2,2025-03-12 15:53:33,2025-03-12 15:54:04,31,F,middle_aged,2025-03-12,15
P_04255,Z_C1,2025-03-12 15:54:36,2025-03-12 15:55:03,27,F,middle_aged,2025-03-12,15
P_04256,Z_E2,2025-03-12 15:42:00,2025-03-12 15:42:05,0,F,child,2025-03-12,15
P_04256,Z_C1,2025-03-12 15:42:21,2025-03-12 15:42:38,17,F,child,2025-03-12,15
P_04256,Z_C3,2025-03-12 15:43:00,2025-03-12 15:43:28,28,F,child,2025-03-12,15
P_04256,Z_C2,2025-03-12 15:43:40,2025-03-12 15:43:59,19,F,child,2025-03-12,15
P_04256,Z_C2,2025-03-12 15:44:06,2025-03-12 15:44:36,30,F,child,2025-03-12,15
P_04256,Z_CK,2025-03-12 15:45:38,2025-03-12 15:48:30,172,F,child,2025-03-12,15
P_04256,Z_E1,2025-03-12 15:48:47,2025-03-12 15:49:06,19,F,child,2025-03-12,15
P_04257,Z_C1,2025-03-12 15:43:23,2025-03-12 15:43:46,23,M,senior,2025-03-12,15
P_04257,Z_C1,2025-03-12 15:43:58,2025-03-12 15:44:09,11,M,senior,2025-03-12,15
P_04257,Z_S6,2025-03-12 15:44:38,2025-03-12 15:46:50,132,M,senior,2025-03-12,15
P_04257,Z_C2,2025-03-12 15:47:08,2025-03-12 15:47:35,27,M,senior,2025-03-12,15
P_04257,Z_C3,2025-03-12 15:48:00,2025-03-12 15:48:18,18,M,senior,2025-03-12,15
P_04257,Z_N6,2025-03-12 15:48:46,2025-03-12 15:51:22,156,M,senior,2025-03-12,15
P_04257,Z_N4,2025-03-12 15:51:47,2025-03-12 15:56:45,298,M,senior,2025-03-12,15
P_04257,Z_N5,2025-03-12 15:57:09,2025-03-12 16:01:51,282,M,senior,2025-03-12,15
P_04257,Z_N10,2025-03-12 16:02:17,2025-03-12 16:03:38,81,M,senior,2025-03-12,16
P_04257,Z_N1,2025-03-12 16:04:06,2025-03-12 16:10:10,364,M,senior,2025-03-12,16
P_04258,Z_E1,2025-03-12 15:43:53,2025-03-12 15:44:00,0,M,adult,2025-03-12,15
P_04258,Z_C1,2025-03-12 15:44:10,2025-03-12 15:44:43,33,M,adult,2025-03-12,15
P_04258,Z_C2,2025-03-12 15:45:06,2025-03-12 15:45:40,34,M,adult,2025-03-12,15
P_04258,Z_N9,2025-03-12 15:45:43,2025-03-12 15:47:20,97,M,adult,2025-03-12,15
P_04258,Z_E2,2025-03-12 15:47:21,2025-03-12 15:47:32,11,M,adult,2025-03-12,15
P_04258,Z_N6,2025-03-12 15:47:41,2025-03-12 15:50:43,182,M,adult,2025-03-12,15
P_04258,Z_C1,2025-03-12 15:50:46,2025-03-12 15:51:15,29,M,adult,2025-03-12,15
P_04258,Z_S6,2025-03-12 15:51:34,2025-03-12 15:53:00,86,M,adult,2025-03-12,15
P_04258,Z_S7,2025-03-12 15:53:11,2025-03-12 15:56:32,201,M,adult,2025-03-12,15
P_04258,Z_S2,2025-03-12 15:56:59,2025-03-12 15:58:10,71,M,adult,2025-03-12,15
P_04259,Z_C1,2025-03-12 15:44:23,2025-03-12 15:44:44,21,F,child,2025-03-12,15
P_04259,Z_C1,2025-03-12 15:44:48,2025-03-12 15:45:08,20,F,child,2025-03-12,15
P_04259,Z_S5,2025-03-12 15:45:15,2025-03-12 15:46:38,83,F,child,2025-03-12,15
P_04259,Z_C2,2025-03-12 15:46:54,2025-03-12 15:47:05,11,F,child,2025-03-12,15
P_04259,Z_C3,2025-03-12 15:47:15,2025-03-12 15:47:43,28,F,child,2025-03-12,15
P_04259,Z_N8,2025-03-12 15:47:56,2025-03-12 15:50:04,128,F,child,2025-03-12,15
P_04259,Z_N1,2025-03-12 15:50:25,2025-03-12 15:53:11,166,F,child,2025-03-12,15
P_04259,Z_N5,2025-03-12 15:53:29,2025-03-12 15:55:51,142,F,child,2025-03-12,15
P_04259,Z_C2,2025-03-12 15:55:59,2025-03-12 15:56:28,29,F,child,2025-03-12,15
P_04259,Z_C1,2025-03-12 15:56:47,2025-03-12 15:57:01,14,F,child,2025-03-12,15
P_04259,Z_CK,2025-03-12 15:57:23,2025-03-12 16:01:46,263,F,child,2025-03-12,15
P_04259,Z_E1,2025-03-12 16:02:07,2025-03-12 16:02:17,0,F,child,2025-03-12,16
P_04260,Z_N3,2025-03-12 15:44:54,2025-03-12 15:46:29,95,M,young_adult,2025-03-12,15
P_04260,Z_C1,2025-03-12 15:46:40,2025-03-12 15:47:03,23,M,young_adult,2025-03-12,15
P_04260,Z_CK,2025-03-12 15:47:22,2025-03-12 15:49:51,149,M,young_adult,2025-03-12,15
P_04260,Z_E1,2025-03-12 15:50:00,2025-03-12 15:50:00,0,M,young_adult,2025-03-12,15
P_04261,Z_N10,2025-03-12 15:45:26,2025-03-12 15:47:37,131,F,adult,2025-03-12,15
P_04261,Z_N2,2025-03-12 15:47:44,2025-03-12 15:51:03,199,F,adult,2025-03-12,15
P_04261,Z_N4,2025-03-12 15:51:26,2025-03-12 15:52:37,71,F,adult,2025-03-12,15
P_04261,Z_C2,2025-03-12 15:52:42,2025-03-12 15:52:53,11,F,adult,2025-03-12,15
P_04261,Z_C2,2025-03-12 15:52:55,2025-03-12 15:53:19,24,F,adult,2025-03-12,15
P_04261,Z_C1,2025-03-12 15:53:34,2025-03-12 15:54:01,27,F,adult,2025-03-12,15
P_04261,Z_N5,2025-03-12 15:54:15,2025-03-12 15:59:09,294,F,adult,2025-03-12,15
P_04261,Z_CK,2025-03-12 15:59:28,2025-03-12 16:00:51,83,F,adult,2025-03-12,15
P_04261,Z_E1,2025-03-12 16:00:57,2025-03-12 16:01:14,17,F,adult,2025-03-12,16
P_04261,Z_N1,2025-03-12 16:01:37,2025-03-12 16:03:07,90,F,adult,2025-03-12,16
P_04262,Z_C1,2025-03-12 15:47:25,2025-03-12 15:47:45,28,M,young_adult,2025-03-12,15
P_04262,Z_S5,2025-03-12 15:48:04,2025-03-12 15:48:57,53,M,young_adult,2025-03-12,15
P_04262,Z_S4,2025-03-12 15:49:30,2025-03-12 15:50:09,39,M,young_adult,2025-03-12,15
P_04262,Z_S7,2025-03-12 15:50:40,2025-03-12 15:52:47,127,M,young_adult,2025-03-12,15
P_04262,Z_C1,2025-03-12 15:53:21,2025-03-12 15:53:21,0,M,young_adult,2025-03-12,15
P_04263,Z_S1,2025-03-12 15:48:05,2025-03-12 15:52:09,244,M,young_adult,2025-03-12,15
P_04264,Z_C2,2025-03-12 15:50:39,2025-03-12 15:50:58,19,F,middle_aged,2025-03-12,15
P_04264,Z_C3,2025-03-12 15:51:22,2025-03-12 15:51:36,14,F,middle_aged,2025-03-12,15
P_04264,Z_N8,2025-03-12 15:52:06,2025-03-12 15:54:52,166,F,middle_aged,2025-03-12,15
P_04264,Z_C2,2025-03-12 15:55:07,2025-03-12 15:55:37,30,F,middle_aged,2025-03-12,15
P_04264,Z_C1,2025-03-12 15:56:10,2025-03-12 15:56:40,30,F,middle_aged,2025-03-12,15
P_04264,Z_S6,2025-03-12 15:57:00,2025-03-12 16:03:09,369,F,middle_aged,2025-03-12,15
P_04265,Z_E2,2025-03-12 15:50:27,2025-03-12 15:50:37,0,M,middle_aged,2025-03-12,15
P_04265,Z_C1,2025-03-12 15:50:59,2025-03-12 15:51:08,0,M,middle_aged,2025-03-12,15
P_04265,Z_C2,2025-03-12 15:51:40,2025-03-12 15:51:53,13,M,middle_aged,2025-03-12,15
P_04265,Z_C3,2025-03-12 15:52:06,2025-03-12 15:52:33,27,M,middle_aged,2025-03-12,15
P_04265,Z_N8,2025-03-12 15:53:05,2025-03-12 15:57:37,272,M,middle_aged,2025-03-12,15
P_04265,Z_C2,2025-03-12 15:58:11,2025-03-12 15:58:42,31,M,middle_aged,2025-03-12,15
P_04265,Z_S6,2025-03-12 15:59:55,2025-03-12 16:00:37,42,M,middle_aged,2025-03-12,15
P_04265,Z_C2,2025-03-12 16:01:08,2025-03-12 16:01:26,18,M,middle_aged,2025-03-12,16
P_04265,Z_C3,2025-03-12 16:01:40,2025-03-12 16:02:06,26,M,middle_aged,2025-03-12,16
P_04265,Z_C2,2025-03-12 16:02:33,2025-03-12 16:02:43,0,M,middle_aged,2025-03-12,16
P_04265,Z_C3,2025-03-12 16:03:14,2025-03-12 16:03:30,16,M,middle_aged,2025-03-12,16
P_04265,Z_N6,2025-03-12 16:03:57,2025-03-12 16:08:31,274,M,middle_aged,2025-03-12,16
P_04266,Z_E2,2025-03-12 15:51:38,2025-03-12 15:51:47,0,M,young_adult,2025-03-12,15
P_04266,Z_C1,2025-03-12 15:52:17,2025-03-12 15:52:26,0,M,young_adult,2025-03-12,15
P_04266,Z_C2,2025-03-12 15:52:38,2025-03-12 15:52:48,0,M,young_adult,2025-03-12,15
P_04266,Z_C2,2025-03-12 15:52:59,2025-03-12 15:53:13,14,M,young_adult,2025-03-12,15
P_04266,Z_E1,2025-03-12 15:53:20,2025-03-12 15:53:30,0,M,young_adult,2025-03-12,15
P_04266,Z_CK,2025-03-12 15:53:40,2025-03-12 15:55:18,98,M,young_adult,2025-03-12,15
P_04266,Z_E2,2025-03-12 15:55:37,2025-03-12 15:55:46,0,M,young_adult,2025-03-12,15
P_04266,Z_E1,2025-03-12 15:57:09,2025-03-12 15:57:20,11,M,young_adult,2025-03-12,15
P_04266,Z_C1,2025-03-12 15:57:31,2025-03-12 15:57:49,18,M,young_adult,2025-03-12,15
P_04266,Z_S3,2025-03-12 15:58:20,2025-03-12 16:01:13,173,M,young_adult,2025-03-12,15
P_04267,Z_C3,2025-03-12 15:53:43,2025-03-12 15:54:06,23,M,young_adult,2025-03-12,15
P_04267,Z_N8,2025-03-12 15:54:34,2025-03-12 15:55:51,77,M,young_adult,2025-03-12,15
P_04267,Z_N6,2025-03-12 15:56:06,2025-03-12 16:00:22,256,M,young_adult,2025-03-12,15
P_04267,Z_C2,2025-03-12 16:00:40,2025-03-12 16:01:09,29,M,young_adult,2025-03-12,16
P_04267,Z_C2,2025-03-12 16:01:32,2025-03-12 16:01:45,13,M,young_adult,2025-03-12,16
P_04267,Z_E2,2025-03-12 16:01:51,2025-03-12 16:02:09,18,M,young_adult,2025-03-12,16
P_04268,Z_CK,2025-03-12 15:55:36,2025-03-12 15:59:19,223,F,middle_aged,2025-03-12,15
P_04269,Z_C2,2025-03-12 15:58:16,2025-03-12 15:58:35,19,M,adult,2025-03-12,15
P_04269,Z_C2,2025-03-12 15:58:40,2025-03-12 15:58:50,0,M,adult,2025-03-12,15
P_04269,Z_N6,2025-03-12 15:59:30,2025-03-12 16:04:09,279,M,adult,2025-03-12,15
P_04269,Z_C2,2025-03-12 16:04:40,2025-03-12 16:04:40,0,M,adult,2025-03-12,16
P_04270,Z_C1,2025-03-12 15:58:12,2025-03-12 15:58:24,12,F,adult,2025-03-12,15
P_04270,Z_C2,2025-03-12 15:58:33,2025-03-12 15:58:44,11,F,adult,2025-03-12,15
P_04270,Z_C3,2025-03-12 15:59:05,2025-03-12 15:59:38,33,F,adult,2025-03-12,15
P_04270,Z_E1,2025-03-12 15:59:40,2025-03-12 15:59:49,0,F,adult,2025-03-12,15
P_04270,Z_N2,2025-03-12 16:00:04,2025-03-12 16:01:26,82,F,adult,2025-03-12,16
P_04270,Z_C1,2025-03-12 16:01:28,2025-03-12 16:01:56,28,F,adult,2025-03-12,16
P_04270,Z_C2,2025-03-12 16:02:05,2025-03-12 16:02:15,0,F,adult,2025-03-12,16
P_04270,Z_C3,2025-03-12 16:02:39,2025-03-12 16:02:47,0,F,adult,2025-03-12,16
P_04270,Z_N7,2025-03-12 16:03:22,2025-03-12 16:07:51,269,F,adult,2025-03-12,16
P_04271,Z_E2,2025-03-12 15:58:22,2025-03-12 15:58:34,12,F,middle_aged,2025-03-12,15
P_04271,Z_C1,2025-03-12 15:58:49,2025-03-12 15:59:14,25,F,middle_aged,2025-03-12,15
P_04271,Z_E2,2025-03-12 15:59:41,2025-03-12 16:00:00,19,F,middle_aged,2025-03-12,15
P_04271,Z_S4,2025-03-12 16:03:39,2025-03-12 16:10:19,400,F,middle_aged,2025-03-12,16
P_04272,Z_E1,2025-03-12 15:58:35,2025-03-12 15:58:54,19,M,middle_aged,2025-03-12,15
P_04272,Z_C1,2025-03-12 15:58:56,2025-03-12 15:59:20,24,M,middle_aged,2025-03-12,15
P_04272,Z_C1,2025-03-12 15:59:24,2025-03-12 15:59:36,12,M,middle_aged,2025-03-12,15
P_04272,Z_S3,2025-03-12 15:59:40,2025-03-12 16:02:23,163,M,middle_aged,2025-03-12,15
P_04272,Z_N9,2025-03-12 16:02:29,2025-03-12 16:04:26,117,M,middle_aged,2025-03-12,16
P_04272,Z_C2,2025-03-12 16:04:44,2025-03-12 16:05:32,16,M,middle_aged,2025-03-12,16
P_04272,Z_S2,2025-03-12 16:06:12,2025-03-12 16:08:29,137,M,middle_aged,2025-03-12,16
P_04272,Z_C2,2025-03-12 16:08:50,2025-03-12 16:09:13,23,M,middle_aged,2025-03-12,16
P_04273,Z_C3,2025-03-12 15:58:49,2025-03-12 15:59:09,20,M,adult,2025-03-12,15
P_04273,Z_N2,2025-03-12 15:59:20,2025-03-12 16:01:10,110,M,adult,2025-03-12,15
P_04273,Z_N7,2025-03-12 16:01:42,2025-03-12 16:04:11,149,M,adult,2025-03-12,16
P_04273,Z_C1,2025-03-12 16:04:29,2025-03-12 16:04:40,11,M,adult,2025-03-12,16
P_04273,Z_E2,2025-03-12 16:05:09,2025-03-12 16:05:23,14,M,adult,2025-03-12,16
P_04273,Z_E2,2025-03-12 16:06:04,2025-03-12 16:06:17,13,M,adult,2025-03-12,16
P_04273,Z_C1,2025-03-12 16:06:34,2025-03-12 16:06:50,16,M,adult,2025-03-12,16
P_04273,Z_E1,2025-03-12 16:07:28,2025-03-12 16:07:38,0,M,adult,2025-03-12,16
P_04273,Z_E2,2025-03-12 16:11:14,2025-03-12 16:11:26,12,M,adult,2025-03-12,16
P_04273,Z_C1,2025-03-12 16:11:57,2025-03-12 16:12:10,13,M,adult,2025-03-12,16
P_04273,Z_C2,2025-03-12 16:12:29,2025-03-12 16:12:42,13,M,adult,2025-03-12,16
P_04273,Z_C3,2025-03-12 16:12:59,2025-03-12 16:13:15,16,M,adult,2025-03-12,16
P_04274,Z_C2,2025-03-12 15:59:44,2025-03-12 16:00:01,17,F,middle_aged,2025-03-12,15
P_04274,Z_C3,2025-03-12 16:00:32,2025-03-12 16:00:54,22,F,middle_aged,2025-03-12,16
P_04274,Z_N7,2025-03-12 16:01:15,2025-03-12 16:05:42,267,F,middle_aged,2025-03-12,16
P_04274,Z_C2,2025-03-12 16:06:07,2025-03-12 16:06:35,28,F,middle_aged,2025-03-12,16
P_04274,Z_C1,2025-03-12 16:06:48,2025-03-12 16:07:06,18,F,middle_aged,2025-03-12,16
P_04274,Z_S3,2025-03-12 16:07:41,2025-03-12 16:11:48,247,F,middle_aged,2025-03-12,16
P_04275,Z_C1,2025-03-12 16:01:38,2025-03-12 16:02:08,30,M,young_adult,2025-03-12,16
P_04275,Z_C3,2025-03-12 16:02:19,2025-03-12 16:02:51,32,M,young_adult,2025-03-12,16
P_04275,Z_C2,2025-03-12 16:03:23,2025-03-12 16:03:40,17,M,young_adult,2025-03-12,16
P_04275,Z_C2,2025-03-12 16:04:11,2025-03-12 16:04:38,27,M,young_adult,2025-03-12,16
P_04276,Z_C1,2025-03-12 16:02:32,2025-03-12 16:03:00,28,M,young_adult,2025-03-12,16
P_04276,Z_N7,2025-03-12 16:03:18,2025-03-12 16:05:24,126,M,young_adult,2025-03-12,16
P_04277,Z_S1,2025-03-12 16:02:37,2025-03-12 16:03:57,80,M,young_adult,2025-03-12,16
P_04277,Z_C3,2025-03-12 16:04:06,2025-03-12 16:04:36,30,M,young_adult,2025-03-12,16
P_04277,Z_N2,2025-03-12 16:04:51,2025-03-12 16:07:59,188,M,young_adult,2025-03-12,16
P_04277,Z_E1,2025-03-12 16:08:24,2025-03-12 16:08:30,0,M,young_adult,2025-03-12,16
P_04277,Z_C2,2025-03-12 16:10:22,2025-03-12 16:10:50,28,M,young_adult,2025-03-12,16
P_04278,Z_N10,2025-03-12 16:03:32,2025-03-12 16:05:37,125,F,adult,2025-03-12,16
P_04278,Z_N7,2025-03-12 16:06:06,2025-03-12 16:07:37,91,F,adult,2025-03-12,16
